id_zone;geo_code
913033;13033
913034;13034
913035;13035
913036;13036
913037;13037
913038;13038
913039;13039
913040;13040
913041;13041
913042;13042
913043;13043
913044;13044
913045;13045
913046;13046
913047;13047
913048;13048
913049;13049
913050;13050
913051;13051
913052;13052
913053;13053
913054;13054
913055;13055
913056;13056
913057;13057
913058;13058
913059;13059
913060;13060
913061;13061
913062;13062
913063;13063
913064;13064
913065;13065
913066;13066
913067;13067
913068;13068
913069;13069
913070;13070
913071;13071
913072;13072
913073;13073
913074;13074
913075;13075
913076;13076
913077;13077
913078;13078
913079;13079
913080;13080
913081;13081
913082;13082
913083;13083
913084;13084
913085;13085
913086;13086
913087;13087
913088;13088
913089;13089
913090;13090
913091;13091
913092;13092
913093;13093
913094;13094
913095;13095
913096;13096
913097;13097
913098;13098
913099;13099
913100;13100
913101;13101
913102;13102
913103;13103
913104;13104
913105;13105
913106;13106
913107;13107
913108;13108
913109;13109
913110;13110
913111;13111
913112;13112
913113;13113
913114;13114
913115;13115
913116;13116
913117;13117
913118;13118
913119;13119
930001;30001
930002;30002
930003;30003
930004;30004
930005;30005
930006;30006
930007;30007
930008;30008
930009;30009
930010;30010
930011;30011
930012;30012
930013;30013
930014;30014
930015;30015
930016;30016
930017;30017
930018;30018
930019;30019
930020;30020
930021;30021
930022;30022
930023;30023
930024;30024
930025;30025
930026;30026
930027;30027
930028;30028
930029;30029
930030;30030
930031;30031
930032;30032
930033;30033
930034;30034
930035;30035
930036;30036
930037;30037
930038;30038
930039;30039
930040;30040
930041;30041
930042;30042
930043;30043
930044;30044
930045;30045
930046;30046
930047;30047
930048;30048
930049;30049
930050;30050
930051;30051
930052;30052
930053;30053
930054;30054
930055;30055
930056;30056
930057;30057
930058;30058
930059;30059
930060;30060
930061;30061
930062;30062
930064;30064
930065;30065
930066;30066
930067;30067
930068;30068
930069;30069
930070;30070
930071;30071
930072;30072
930073;30073
930074;30074
930075;30075
930076;30076
930077;30077
930079;30079
930080;30080
930081;30081
930082;30082
930083;30083
930084;30084
930085;30085
930086;30086
930087;30087
930088;30088
930089;30089
930090;30090
930091;30091
930092;30092
930093;30093
930094;30094
930095;30095
930096;30096
930097;30097
930098;30098
930099;30099
930100;30100
930101;30101
930102;30102
930103;30103
930104;30104
930105;30105
930106;30106
930107;30107
930108;30108
930109;30109
930110;30110
930111;30111
930112;30112
930113;30113
930114;30114
930115;30115
930116;30116
930117;30117
930119;30119
930120;30120
930121;30121
930122;30122
930123;30123
930124;30124
930125;30125
930126;30126
930127;30127
930128;30128
930129;30129
930130;30130
930131;30131
930132;30132
930133;30133
930134;30134
930135;30135
930136;30136
930137;30137
930138;30138
930139;30139
